"","enj_swip","gender","orientation","rel_status","da_usage","y_single","rec_friend","met_online","dates","pay","picky","body_types","rate_yourself","snap_easy","snap_time","snap_dating","insta_easy","insta_time","insta_dating","tik_easy","tik_time","tik_dating","tin_easy","tin_time","tin_dating","hin_easy","hin_time","hin_dating","bum_easy","bum_time","bum_dating","con_level"
"151","No","Male","straight","InRelation","User",NA,"Yes","Offline","Female","Split","Women","Triangle",10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"high"
"152","Yes","Female","straight","InRelation","User",NA,"Yes","Offline","Male","Male","Women","Endomorph",5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"low"
"153","No","Female","straight","Single","NonUser","cant_find","No",NA,"Male","Male","Equal","Mesomorph",9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"154","No","Female","straight","Single","NonUser","cant_find","No",NA,"Male","Male","Equal","Mesomorph",9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"155","No","Male","straight","InRelation","NonUser",NA,"No","Offline","Equal","Male","Women","Triangle",10,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"high"
"156","Yes","Male","bi","Single","User","cant_find","Yes",NA,"Equal","Split","Equal","Mesomorph",5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"low"
"157","Yes","Male","straight","InRelation","NonUser",NA,"No","Offline","Female","Male","Equal","Mesomorph",8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,"high"
"158","No","Female","straight","Single","NonUser","doesnt_want","No",NA,"Equal","Split","Equal","Hour Glass",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"159","No","Male","straight","Single","NonUser","cant_find","No",NA,"Equal","Male","Equal","Hour Glass",5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"low"
"160","No","Male","straight","Single","NonUser","cant_find","No",NA,"Female","Male","Men","Triangle",7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"high"
"161","No","Male","straight","InRelation","User",NA,"Yes","Offline","Female","Split","Women","Inverted Triangle",6,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"low"
"162","No","Female","straight","Single","NonUser","cant_find","No",NA,"Male","Split","Equal","Triangle",8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"163","No","Female","straight","InRelation","NonUser",NA,"No","Online","Equal","Split","Equal","Endomorph",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"low"
"164","No","Male","straight","Single","NonUser","cant_find","Yes",NA,"Equal","Split","Equal","Triangle",2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"low"
"165","No","Male","straight","InRelation","NonUser",NA,"No","Offline","Female","Split","Women","Hour Glass",7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"high"
"166","No","Female","straight","Single","User","cant_find","No",NA,"Female","Split","Women","Mesomorph",7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"high"
"167","No","Female","straight","InRelation","NonUser",NA,"No","Offline","Equal","Split","Men","Mesomorph",6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"low"
"168","Yes","Female","straight","InRelation","User",NA,"Yes","Online","Equal","Male","Women","Mesomorph",6,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,"low"
"169","No","Female","straight","InRelation","NonUser",NA,"No","Online","Equal","Male","Women","Mesomorph",10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"high"
"170","No","Female","bi","Single","User","cant_find","No",NA,"Male","Male","Women","Ectomorph",8,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,"high"
"171","No","Female","straight","Single","User","cant_find","No",NA,"Equal","Split","Men","Mesomorph",7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"high"
"172","No","Female","straight","InRelation","NonUser",NA,"No","Offline","Female","Split","Equal","Mesomorph",8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"high"
"173","No","Female","straight","InRelation","NonUser",NA,"Yes","Online","Equal","Split","Women","Mesomorph",8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"high"
"174","No","Female","straight","Single","NonUser","cant_find","Yes",NA,"Male","Split","Women","Mesomorph",8,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,"high"
"175","No","Female","straight","Single","NonUser","doesnt_want","Yes",NA,"Male","Split","Equal","Mesomorph",7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"176","Yes","Male","straight","InRelation","NonUser",NA,"No","Offline","Equal","Male","Men","Inverted Triangle",2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"low"
"177","No","Male","gay_lesbian","Single","NonUser","cant_find","Yes",NA,"Male","Split","Men","Endomorph",7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"high"
"178","No","Female","straight","InRelation","NonUser",NA,"No","Online","Female","Male","Women","Mesomorph",6,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,"low"
"179","Yes","Male","straight","InRelation","User",NA,"No","Online","Male","Male","Women","Hour Glass",6,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,"low"
"180","Yes","Male","straight","Single","User","cant_find","No",NA,"Male","Male","Women","Hour Glass",6,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,"low"
"181","No","Female","straight","InRelation","User",NA,"No","Offline","Female","Split","Men","Mesomorph",5,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,"low"
"182","No","Male","straight","InRelation","NonUser",NA,"No","Offline","Female","Male","Men","Hour Glass",9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"183","Yes","Female","straight","InRelation","NonUser",NA,"No","Offline","Female","Split","Equal","Mesomorph",6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"low"
"184","No","Female","bi","InRelation","NonUser",NA,"No","Offline","Equal","Split","Equal","Mesomorph",6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"low"
"185","No","Female","straight","InRelation","NonUser",NA,"No","Offline","Equal","Split","Women","Triangle",2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,"low"
"186","No","Female","straight","InRelation","User",NA,"No","Offline","Female","Male","Women","Endomorph",4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"187","Yes","Male","straight","InRelation","NonUser",NA,"Yes","Offline","Equal","Male","Women","Hour Glass",5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"low"
"188","No","Female","straight","InRelation","NonUser",NA,"No","Offline","Female","Split","Men","Mesomorph",7,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"high"
"189","Yes","Female","straight","InRelation","NonUser",NA,"Yes","Online","Male","Male","Women","Mesomorph",8,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"high"
"190","No","Female","straight","Single","NonUser","doesnt_want","No",NA,"Equal","Male","Equal","Ectomorph",9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"191","No","Female","bi","InRelation","NonUser",NA,"No","Offline","Male","Split","Men","Triangle",5,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"low"
"192","No","Female","straight","InRelation","User",NA,"No","Online","Female","Split","Men","Mesomorph",7,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,"high"
"193","Yes","Male","straight","InRelation","User",NA,"Yes","Online","Female","Split","Women","Inverted Triangle",10,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"high"
"194","No","Female","straight","Single","NonUser","cant_find","No",NA,"Female","Split","Women","Ectomorph",8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"high"
"195","No","Male","straight","Single","NonUser","cant_find","No",NA,"Female","Split","Equal","Hour Glass",6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"196","No","Female","straight","InRelation","NonUser",NA,"No","Offline","Equal","Male","Women","Endomorph",7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"high"
"197","No","Female","straight","Single","NonUser","cant_find","No",NA,"Equal","Split","Women","Mesomorph",7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"198","No","Female","straight","InRelation","NonUser",NA,"No","Offline","Equal","Split","Equal","Hour Glass",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"199","No","Female","straight","Single","NonUser","doesnt_want","No",NA,"Equal","Split","Men","Mesomorph",8,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,"high"
"200","No","Male","straight","InRelation","NonUser",NA,"No","Offline","Equal","Split","Equal","Endomorph",8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"high"
"201","No","Female","straight","InRelation","NonUser",NA,"No","Offline","Equal","Split","Women","Mesomorph",7,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,"high"
"202","Yes","Female","straight","Single","NonUser","cant_find","No",NA,"Equal","Male","Equal","Endomorph",9,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,"high"
"203","No","Female","straight","InRelation","NonUser",NA,"Yes","Offline","Male","Split","Women","Mesomorph",5,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,"low"
"204","Yes","Female","bi","InRelation","User",NA,"No","Offline","Male","Split","Equal","Endomorph",7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"high"
"205","Yes","Male","straight","InRelation","NonUser",NA,"No","Offline","Male","Male","Women","Endomorph",6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"low"
"206","Yes","Female","straight","InRelation","User",NA,"Yes","Offline","Male","Male","Women","Ectomorph",8,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,"high"
"207","Yes","Female","straight","InRelation","User",NA,"No","Offline","Male","Male","Women","Mesomorph",8,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"high"
"208","No","Female","bi","InRelation","NonUser",NA,"Yes","Offline","Female","Male","Men","Endomorph",7,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"high"
"209","No","Female","bi","InRelation","NonUser",NA,"No","Offline","Male","Male","Men","Triangle",8,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"high"
"210","No","Female","gay_lesbian","InRelation","NonUser",NA,"No","Offline","Equal","Male","Equal","Ectomorph",10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"high"
"211","Yes","Female","straight","InRelation","User",NA,"Yes","Offline","Equal","Split","Women","Ectomorph",9,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,"high"
"212","Yes","Female","straight","InRelation","User",NA,"Yes","Online","Female","Male","Women","Triangle",10,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,"high"
"213","No","Female","straight","Single","NonUser","cant_find","No",NA,"Equal","Male","Women","Mesomorph",6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"low"
"214","No","Female","bi","InRelation","User",NA,"Yes","Online","Equal","Split","Women","Rectangle",8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,"high"
"215","No","Male","straight","Single","NonUser","cant_find","No",NA,"Female","Male","Women","Hour Glass",7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"216","No","Male","straight","InRelation","NonUser",NA,"No","Offline","Female","Male","Equal","Inverted Triangle",8,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"high"
"217","No","Female","straight","InRelation","User",NA,"No","Offline","Male","Male","Women","Triangle",7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"high"
"218","No","Male","gay_lesbian","Single","User","cant_find","Yes",NA,"Male","Split","Men","Mesomorph",6,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,"low"
"219","No","Female","straight","InRelation","NonUser",NA,"No","Offline","Male","Split","Women","Endomorph",3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"low"
"220","Yes","Female","bi","Single","User","doesnt_want","Yes",NA,"Male","Split","Women","Ectomorph",7,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,"high"
"221","Yes","Male","straight","InRelation","User",NA,"Yes","Offline","Female","Split","Women","Hour Glass",8,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,"high"
"222","Yes","Female","straight","InRelation","User",NA,"No","Offline","Female","Male","Women","Mesomorph",10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,"high"
"223","No","Female","straight","InRelation","NonUser",NA,"No","Online","Male","Male","Equal","Mesomorph",7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"224","No","Female","bi","Single","NonUser","cant_find","No",NA,"Equal","Split","Equal","Mesomorph",7,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"high"
"225","No","Male","straight","InRelation","User",NA,"Yes","Online","Male","Male","Women","Ectomorph",7,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,"high"
"226","No","Male","straight","Single","NonUser","cant_find","No",NA,"Female","Male","Men","Triangle",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"227","Yes","Male","straight","Single","NonUser","doesnt_want","Yes",NA,"Female","Split","Equal","Hour Glass",6,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"low"
"228","Yes","Female","gay_lesbian","Single","User","doesnt_want","Yes",NA,"Male","Male","Women","Ectomorph",7,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,"high"
"229","No","Female","straight","InRelation","NonUser",NA,"No","Offline","Female","Split","Women","Hour Glass",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"230","No","Male","straight","Single","NonUser","doesnt_want","No",NA,"Female","Split","Women","Hour Glass",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"231","No","Female","straight","Single","User","cant_find","No",NA,"Female","Male","Women","Mesomorph",7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,"high"
"232","No","Female","straight","Single","NonUser","doesnt_want","No",NA,"Female","Split","Equal","Ectomorph",3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"low"
"233","No","Male","straight","InRelation","NonUser",NA,"No","Offline","Female","Split","Equal","Hour Glass",10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"high"
"234","Yes","Female","straight","InRelation","User",NA,"No","Offline","Male","Split","Equal","Ectomorph",10,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,"high"
"235","No","Female","bi","InRelation","User",NA,"No","Offline","Male","Split","Women","Hour Glass",6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"low"
"236","Yes","Female","straight","Single","NonUser","cant_find","Yes",NA,"Female","Male","Equal","Endomorph",4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,"low"
"237","No","Male","straight","InRelation","NonUser",NA,"No","Offline","Female","Male","Women","Triangle",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"238","Yes","Male","gay_lesbian","InRelation","NonUser",NA,"Yes","Online","Male","Male","Women","Oval",10,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"high"
"239","Yes","Male","gay_lesbian","InRelation","NonUser",NA,"Yes","Online","Male","Male","Women","Oval",10,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"high"
"240","No","Male","straight","InRelation","NonUser",NA,"Yes","Online","Female","Male","Women","Triangle",8,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,"high"
"241","No","Female","straight","Single","NonUser","cant_find","No",NA,"Male","Male","Men","Mesomorph",10,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"high"
"242","No","Male","straight","Single","User","cant_find","No",NA,"Female","Male","Women","Triangle",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"243","No","Female","straight","Single","NonUser","cant_find","No",NA,"Equal","Male","Women","Mesomorph",7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"244","No","Female","straight","Single","NonUser","cant_find","No",NA,"Female","Male","Women","Mesomorph",7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"high"
"245","No","Female","straight","InRelation","NonUser",NA,"No","Offline","Female","Male","Men","Endomorph",8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"246","Yes","Male","gay_lesbian","InRelation","NonUser",NA,"Yes","Online","Male","Male","Women","Oval",10,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"high"
"247","No","Male","gay_lesbian","InRelation","User",NA,"Yes","Online","Male","Split","Women","Ectomorph",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"low"
"248","Yes","Male","straight","Single","NonUser","cant_find","Yes",NA,"Male","Female","Women","Inverted Triangle",9,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,"high"
"249","No","Male","straight","InRelation","NonUser",NA,"No","Offline","Equal","Male","Women","Triangle",6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"250","Yes","Male","gay_lesbian","InRelation","NonUser",NA,"Yes","Online","Male","Male","Women","Oval",10,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"high"
"251","Yes","Male","gay_lesbian","InRelation","NonUser",NA,"Yes","Online","Male","Male","Women","Oval",10,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"high"
"252","Yes","Male","gay_lesbian","InRelation","NonUser",NA,"Yes","Online","Male","Male","Women","Oval",10,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"high"
"253","Yes","Male","gay_lesbian","InRelation","NonUser",NA,"Yes","Online","Male","Male","Women","Oval",10,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"high"
"254","Yes","Female","straight","Single","User","cant_find","No",NA,"Male","Split","Women","Endomorph",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"255","No","Male","straight","InRelation","User",NA,"Yes","Online","Female","Female","Women","Hour Glass",6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"low"
